"waterbody","date","dateNUTR","year","town","latitude","longitude","state","data_source","mult_survey","off_season","surfacearea_ha","surfaceaarea_sqm","perimeter_m","shoreline_development","depth_max_m","depth_avg_m","forested_shoreline_prop","inflow","outflow","FP_presence","FPcover_avg","FPcover_max","FPcover_min","azolla","eichhornia_crassipes","lemna_minor","lemna_trisulca","lemna_valdiviana","riccia","spirodela_polyrhiza","wolffia","wolffia_borealis","wolffia_brasiliensis","allplant_species_richness","FP_species_richness","nonFP_species_richness","regime","azolla_cover_prop","lminor_cover_prop","lvaldiviana_cover_prop","ltrisulca_cover_prop","riccia_cover_prop","spolyrhiza_cover_prop","wolffia_cover_prop","wbrasiliensis_cover_prop","wborealis_cover_prop","TOTP_n","TOTP_avg","TOTP_SE","PO4_n","PO4_avg","PO4_SE","TOTN_n","TOTN_avg","TOTN_SE","NO3_n","NO3_avg","NO3_SE","NH4_n","NH4_avg","NH4_SE","totNtotP_n","totNtotP_avg","totNtotP_SE","PH_n","PH_avg","PH_SE","COND_n","COND_avg","COND_SE","DO_n","DO_avg","DO_SE","TEMP_n","TEMP_avg","TEMP_SE","ALK_n","ALK_avg","ALK_SE","secchi_n","secchi_avg","secchi_SE","notes","alisma","alisma_subcordatum","brasenia","cabomba","callitriche","callitriche_verna","callitriche_hetero","callitriche_stag","cardamine","ceratophyllum_dem","ceratophyllum_echin","charphyte","decodon","egeria","elatine","elatine_ameri","elatine_minima","elatine_triandra","eleocharis","eleocharis_acic","eleocharis_ellip","ellocharis_parv","elodea_canad","elodea_nutt","eriocaulon_aqua","fil_algae","glossostigma","gratiola","hydrilla","isoetes","isoetes_acad","isoetes_eaton","isoetes_echino","isoetes_engel","isoetes_lacus","isoetes_tuck","juncus","juncus_pelo","lobelia","ludwigia","ludwigia_dub","ludwigia_lac","ludwigia_pal","marsilea","megalodonta","myosotis","myriophyllum","myriophyllum_alt","myriophyllum_aqua","myriophyllum_hetero","myriophyllum_hetero_lax","myriophyllum_hum","myriophyllum_ten","myriophyllum_sibi","myriophyllum_spic","najas_flex","najas_grac","najas_guad","najas_minor","nasturtium","nelumbo","nuphar","nymphaea_odor","nymphaea_odor_odor","nymphaea_odor_tuber","nymphoides","nymphoides_cordata","nymphoides_pelt","peltandra","phragmites","polygonum","polygonum_amphi","polygonum_hydro","pontederia","potamogeton","potamogeton_ampli","potamogeton_berch","potamogeton_biculp","potamogeton_conferv","potamogeton_crispus","potamogeton_epi","potamogeton_foli","potamogeton_frie","potamogeton_grami","potamogeton_ilino","potamogeton_ilino_hybrid","potamogeton_natans","potamogeton_nodos","potamogeton_oakes","potamogeton_palus","potamogeton_perfo","potamogeton_pulch","potamogeton_pusil","potamogeton_prael","potamogeton_rich","potamogeton_robb","potamogeton_spir","potamogeton_vase","potamogeton_zost","proserpinaca","ranunculus","sagittaria","sagittaria_gram","sagittaria_lati","schoenoplectus","sparganium","sparganium_ameri","stuckenia","trapa","typha","typha_latif","sedge","utricularia","utricularia_gemi","utricularia_gibb","utricularia_inter","utricularia_macro","utricularia_mini","utricularia_mino","utricularia_purp","utricularia_radi","utricularia_subu","utricularia_vulg","vallisneria","zannichellia","zosterella"
"Forest Lake","9/13/2007","9/13/2007","2007","Bridgeport",41.22,73.2066,"CT","CAES","N","N",26.71,267092.524,3992.2,2.158,6,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,"SAV",0,0,0,0,0,0,0,0,0,2,0.016,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.6,0.1,2,143,9,1,4.9,NA,1,24,NA,2,17.25,6.75,1,1.8,NA,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gables Pond","8/3/2009","8/3/2009","2009","Farmington",41.7418,72.8414,"CT","CAES","N","N",5.58,55846.619,1354.49,1.622,3,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,"SAV",0,0,0,0,0,0,0,0,0,2,0.014,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.1,0.7,2,183,8,1,7.9,NA,1,26.5,NA,2,45.05,2.25,1,2.6,NA,"",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gardner Lake","7/24/2006","7/24/2006","2006","Bozrah, Montville, Salem",41.5087,72.2228,"CT","CAES","N","N",214.08,2140787.046,8443.45,1.636,11.887,4.267,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,"SAV",0,0,0,0,0,0,0,0,0,2,0.011,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.1,0.1,2,78.95,3.75,1,8,NA,1,27.4,NA,2,9.75,2.25,1,2,NA,"",0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gibbs Pond","combined","2/27/2012","comb","Smithtown",40.8448,73.1392,"NY","MJM","Y","N",1.61,16102.388,478.9,1.065,2.5,NA,0.8282,NA,NA,"Y",0.0037,0.01,1e-04,0,0,1,0,0,0,0,0,0,0,2,1,1,"lily",0,0.01,0,0,0,0,0,0,0,4,0.03698,0.00073,5,0.029815439,0.008761516,4,3.38275,0.7926,5,0.298767262,0.131790454,5,0.270334341,0.132392237,NA,91.4707,NA,5,7.151,0.206670934,5,285.3,27.287291,4,5.245833333,1.287405606,4,27.26666667,1.85094758,NA,NA,NA,3,0.533333333,0.08819171,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gladstone Pond","8/10/2006","8/10/2006","2006","Killingworth",41.3923,72.5438,"CT","CAES","N","N",0.32,3237.485,258.98,1.319,2.5,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,"SAV",0,0,0,0,0,0,0,0,0,2,0.0695,0.0105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.75,0.25,2,76,30,1,8.7,NA,1,26.4,NA,2,15,12,1,0.8,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Graniss Lake","combined","5/1/2004","comb","East Haven",41.3049,72.8555,"CT","CAES","Y","N",7.89,76786.96,1297.82,1.321,3,NA,0.8828,NA,NA,"Y",0.0024,0.0024,0.0024,0,0,1,0,0,0,0,0,0,0,19,1,18,"SAV",0,0.00243,0,0,0,0,0,0,0,3,0.0187,0.0069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.07,0.44,3,209.67,61.35,1,20.6,NA,1,14.9,NA,3,82.5,8.44,1,4,NA,"",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Great Hill Pond","8/11/2006","8/11/2006","2006","Portland",41.5739,72.5629,"CT","CAES","N","N",30.76,307561.088,2652.58,1.372,2.743,1.676,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,"SAV",0,0,0,0,0,0,0,0,0,2,0.002,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.15,0.05,2,52,0.8,1,7.4,NA,1,27,NA,2,8.85,1.15,1,2.4,NA,"",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
"Green Falls Reservoir","8/2/2005","8/2/2005","2005","Voluntown",41.5301,71.8091,"CT","CAES","N","N",19.51,195058.479,2923.68,1.897,7.92,3.66,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,"SAV",0,0,0,0,0,0,0,0,0,2,0.003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,2,20.05,0.65,1,6.1,NA,1,31.4,NA,2,0.75,0,1,5.6,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Halls Pond, Ashford","8/1/2005","8/1/2005","2005","Eastford",41.8402,72.1091,"CT","CAES","N","N",33.18,336790.561,3368.77,1.638,4.267,2.743,0.8645,NA,NA,"Y",8e-04,8e-04,8e-04,0,0,0,0,0,0,1,0,0,0,19,1,18,"SAV",0,0,0,0,0,0.00079,0,0,0,2,0.007,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.05,0.25,2,44.05,0.45,1,7,NA,1,26.7,NA,2,7.5,1.5,1,3,NA,"",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hamlin Pond","8/24/2005","8/24/2005","2005","Plainville",41.6706,72.8475,"CT","CAES","N","N",4.86,48500.671,947.13,1.213,4,NA,0,NA,NA,"Y",0.0058,0.0058,0.0058,0,0,1,0,0,0,0,0,0,1,8,2,6,"SAV",0,0.00316,0,0,0,0,0,0.00263,0,2,0.0895,0.0485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.7,0.3,2,262.5,17.5,1,10.4,NA,1,24.3,NA,2,72.38,1.125,1,1.2,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hartens Pond (Pond  View Condos)","9/13/2013","9/13/2013","2013","North Haven",41.35059,72.851697,"CT","MJM","N","N",0.5766,5766,374.7,1.392,1,NA,0.9292,NA,NA,"Y",1,1,1,0,0,1,0,0,0,0,0,0,1,2,2,0,"FP",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.06396,NA,NA,NA,NA,1,0.43915,NA,NA,NA,NA,NA,NA,NA,NA,6.866,NA,NA,NA,NA,1,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qualitative estimate of FP cover; no data on FP species % composition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hatch Pond","6/14/2012","6/14/2012","2012","Kent ",41.6836,73.4778,"CT","CAES","N","N",26.71,267092.52,2751.86,1.491,4,NA,0.426,NA,NA,"Y",0.1725,0.1725,0.1725,0,0,0,1,0,0,1,1,0,0,15,3,12,"SAV",0,0,0,0,0,0,0,0,0,2,0.1574,0.1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.3,0.3,2,257,25,1,8.3,NA,1,22.9,NA,2,112.15,18.35,1,2,NA,"",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayward Lake","combined","8/9/2005","comb","East Haddam",41.5188,72.3273,"CT","CAES","Y","N",69.61,696059.304,5937.59,1.996,10.668,3.353,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,"SAV",0,0,0,0,0,0,0,0,0,2,0.0138,2e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.1,0.1,2,103.5,14,2,7.25,0.55,2,26,2.1,2,11.44,0.19,2,2.35,0.15,"",1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0
"Held Pond","7/1/2011","7/1/2011","2011","Weston",41.1809,73.3718,"CT","CAES","N","N",12.71,127071.292,1667.33,1.315,13,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,"SAV",0,0,0,0,0,0,0,0,0,2,0.0165,0.0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.4,1.1,2,205,10,1,8.3,NA,1,27.3,NA,2,35.65,1.15,1,2.5,NA,"",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hidden Lake","7/11/2005","7/11/2005","2005","Higganum",41.421,72.571,"CT","CAES","N","N",15.78,157827.4,2400.73,1.728,2,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,"SAV",0,0,0,0,0,0,0,0,0,2,0.0185,0.0045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.65,0.05,2,75.8,3.4,1,7.2,NA,1,28,NA,2,6.75,0.75,1,1.9,NA,"",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
"Higby Reservor #1","9/22/2010","9/22/2010","2010","Middletown",41.5469,72.7223,"CT","CAES","N","N",24.73,247262.927,1496.79,1.659,6,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,"SAV",0,0,0,0,0,0,0,0,0,2,0.0145,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.4,0.1,2,102.5,2.5,1,9,NA,1,20,NA,2,19.55,0.75,1,1,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Higby Reservor #2","9/22/2010","9/22/2010","2010","Middletown",41.544,72.7208,"CT","CAES","N","N",7.28,72843.416,746.9,1.514,2,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,"SAV",0,0,0,0,0,0,0,0,0,2,0.0415,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.1,0.1,2,156,3,1,8.7,NA,1,20.9,NA,2,29.65,0.35,1,0.8,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Higby Reservor #3","9/24/2010","9/24/2010","2010","Middletown",41.5378,72.7226,"CT","CAES","N","N",17.12,171182.027,1005.6,1.341,1.8,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,"SAV",0,0,0,0,0,0,0,0,0,2,0.044,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.1,0.1,2,154,1,1,7,NA,1,22.8,NA,2,32.25,0.75,1,1.5,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Higby Reservor #4","9/24/2010","9/24/2010","2010","Middletown",41.5527,72.729,"CT","CAES","N","N",11.29,112907.294,1408.16,1.964,4,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,"SAV",0,0,0,0,0,0,0,0,0,2,0.004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.85,0.05,2,44,1,1,7.7,NA,1,21.4,NA,2,14.35,1.45,1,1,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Highwoods Drive Pond","9/13/2013","9/13/2013","2013","Guilford",41.315949,72.700614,"CT","MJM","N","N",0.0858,858,107.1,1.031,1,NA,0.7438,NA,NA,"Y",1,1,1,0,0,1,0,0,0,1,0,0,1,3,3,0,"FP",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.02815,0.006120607,NA,NA,NA,2,0.23077,0.035023189,NA,NA,NA,NA,NA,NA,NA,8.1964,NA,NA,NA,NA,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qualitative estimate of FP cover; no data on FP species % composition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Horse Pond","8/4/2005","8/4/2005","2005","Salem",41.462,72.2507,"CT","CAES","N","N",5.34,53418.505,1019.15,1.251,5.1,3.6,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,"SAV",0,0,0,0,0,0,0,0,0,2,0.03,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.2,2,81,14,1,7.2,NA,1,29.6,NA,2,11.63,3.375,1,2.6,NA,"",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
"Horseshoe Pond","6/21/2013","6/21/2013","2013","Wilton",41.1823,73.4265,"CT","CAES","N","N",2.23,22257.71,713.23,1.359,1,NA,0.8763,NA,NA,"Y",0.024,0.024,0.024,0,0,1,1,0,0,1,0,0,0,11,3,8,"SAV",0,0.02101,0,0.00117,0,0.00222,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.45,0.05,2,394.5,0.5,1,2.2,NA,1,21.3,NA,2,34.9,1.1,1,0.8,NA,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hospital Reservoir #3","9/30/2009","9/30/2009","2009","Middletown",41.5443,72.6045,"CT","CAES","N","N",2.39,23876.453,716.86,1.324,5.5,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,"SAV",0,0,0,0,0,0,0,0,0,2,0.006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.4,0.3,2,52.3,12.2,1,7.3,NA,1,19.6,NA,2,14.3,6,1,4,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"Housatonic Lake","7/12/2005","7/12/2005","2005","Derby, Monroe, Oxford, Seymour, Shelton",41.3286,73.1093,"CT","CAES","N","N",132.74,1327368.906,16569.35,4.132,7.925,3.048,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,"SAV",0,0,0,0,0,0,0,0,0,2,0.02,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.25,0.05,2,238,6,1,8.3,NA,1,24.1,NA,2,85.5,0,1,2,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
